5.000000000000000000e-01,4.821802600274354145e-01,4.888758093428417495e-01,4.746208893311032462e-01,4.933715314766567439e-01,4.682204113025892345e-01,4.921304900467423082e-01,4.683950900540969631e-01,4.629035187430526332e-01,4.782353206018394309e-01
4.793442357364761652e-01,5.000000000000000000e-01,4.729623718966372570e-01,5.064900848096780539e-01,4.756478901668637072e-01,4.696488823801192591e-01,4.679742979323681107e-01,4.893499681349504082e-01,4.974573489892095135e-01,4.848568276100891916e-01
4.647106549838185274e-01,4.837738369493921331e-01,5.000000000000000000e-01,4.947814220477358971e-01,4.681104331234866578e-01,4.671512825469117391e-01,5.065183868350661145e-01,4.716978012914999074e-01,4.672080762411531807e-01,4.729002074245801657e-01
5.014079238483629686e-01,4.794937183638577904e-01,4.864942517563476398e-01,5.000000000000000000e-01,4.915176357723910483e-01,4.837998371677530995e-01,4.716394827530311362e-01,4.817996249363224459e-01,4.584524999988818794e-01,4.878664896347515989e-01
4.792037952955928715e-01,4.595864611063140148e-01,4.839673129892865244e-01,4.776009188224219493e-01,5.000000000000000000e-01,4.779908919592616434e-01,4.796277565249743580e-01,4.803705422810474746e-01,4.773822692246867394e-01,4.841024941074058008e-01
4.942440871388182333e-01,5.027753923624496135e-01,4.944952615299028631e-01,4.565905507572539102e-01,4.861903324261210302e-01,5.000000000000000000e-01,4.909233947384782359e-01,4.642780536981166994e-01,4.703251883863361904e-01,5.119408965540555023e-01
4.618788499640252287e-01,4.854801859545931908e-01,4.841893781948689579e-01,4.678697393101451940e-01,5.073003215646236796e-01,4.958199772730871313e-01,5.000000000000000000e-01,4.780151961085711831e-01,4.659601265592213659e-01,4.830066503313383830e-01
4.996194846025562297e-01,4.764349877701396507e-01,4.862330689046607812e-01,4.763770845982071567e-01,4.640919800694297548e-01,4.684977135056768716e-01,4.863433347477248425e-01,5.000000000000000000e-01,4.763450092456505969e-01,4.804549466524061785e-01
4.648102827351607291e-01,4.718180263161956822e-01,4.721020944533592667e-01,4.895510318308040065e-01,4.779227600535593257e-01,5.054484654254771669e-01,4.812160787766785464e-01,4.628184307670862307e-01,5.000000000000000000e-01,5.144548696304168667e-01
4.610113681272040020e-01,4.652308046278920695e-01,4.697298442085056647e-01,4.970631459085688708e-01,4.759821164456110587e-01,4.853659439101024042e-01,4.804302782711745157e-01,4.886150354446084365e-01,4.655650499713789303e-01,5.000000000000000000e-01
