5.000000000000000000e-01,4.874463522348347899e-01,4.852307609543316524e-01,4.823346427656862723e-01,5.009919951243541059e-01,4.746336957982356664e-01,4.780249751698973371e-01,4.636681520840388870e-01,4.803357287506574980e-01,4.817288225159235271e-01
4.900538434339666849e-01,5.000000000000000000e-01,4.833452809677570849e-01,4.924936084582982598e-01,4.896053372641207546e-01,5.110060390734267877e-01,4.615572094411624637e-01,4.856422026540417325e-01,4.737900810949206010e-01,4.929639488452596252e-01
4.753702140800333820e-01,4.716386392837759733e-01,5.000000000000000000e-01,4.706891523125875665e-01,4.642740196351953785e-01,4.940145471118215226e-01,4.591950144952789414e-01,4.754228675095531487e-01,4.745321812694758834e-01,5.038434340450108628e-01
4.624595145494179160e-01,4.809077399104079720e-01,5.019793176803947210e-01,5.000000000000000000e-01,4.679465479312440168e-01,4.807295628699725931e-01,4.807287408568970966e-01,4.773342188685818499e-01,4.867016901259467176e-01,4.829235973303266927e-01
4.813327243251844245e-01,4.886969818530014775e-01,4.648711915875877176e-01,4.822704506140027547e-01,5.000000000000000000e-01,4.785260869667886108e-01,4.776971572090891738e-01,4.984486496902664210e-01,4.920556287291475428e-01,5.158229834701517635e-01
4.993150110797670016e-01,4.952267033627857917e-01,4.763698767321207783e-01,4.554260005284548884e-01,5.074115822071326720e-01,5.000000000000000000e-01,4.971091533833074672e-01,4.776113120372135756e-01,4.668481566438298369e-01,5.106889210460339168e-01
4.697508043714109238e-01,4.730493716083616351e-01,4.342881671974011537e-01,4.789094316098552184e-01,4.748199022450812490e-01,4.823282895184999863e-01,5.000000000000000000e-01,5.028336199881500157e-01,4.529128198441364495e-01,4.757199096422289331e-01
4.798757559937278927e-01,4.760104053311094430e-01,4.966980221887371538e-01,4.704936351980764653e-01,4.839610628234635725e-01,4.656499822781545173e-01,4.874110409799755628e-01,5.000000000000000000e-01,4.825035093673940012e-01,4.966882343070281869e-01
5.072435016470423497e-01,5.030620217217044443e-01,4.686971034479935905e-01,4.784655592541032787e-01,4.524426023900877114e-01,5.206551668956839185e-01,5.012900830526842988e-01,5.017059840507938073e-01,5.000000000000000000e-01,4.696432998313003759e-01
4.893191354545744498e-01,5.096783968120517372e-01,4.428456459696887282e-01,4.866574520943627857e-01,4.786120956631911838e-01,4.760458443002819617e-01,4.653430162017313521e-01,4.886693512236851555e-01,4.862777449970077104e-01,5.000000000000000000e-01
