5.000000000000000000e-01,4.685369791829179231e-01,4.837699034139791854e-01,4.912251891117890845e-01,4.947683759931459924e-01,4.858536562826192839e-01,5.052034763651001015e-01,4.701249850511038386e-01,4.801132981418733681e-01,4.776214380123710024e-01
5.235209166105521117e-01,5.000000000000000000e-01,5.033454526999964207e-01,4.774198963287898945e-01,4.792334608517446748e-01,4.765538477354910318e-01,4.901006177762425309e-01,4.842565842860905301e-01,4.728777282302628615e-01,5.171676847054642590e-01
5.042241247783562086e-01,4.809411848510991572e-01,5.000000000000000000e-01,4.823994425332600033e-01,4.884145768485099182e-01,4.925693790124027194e-01,4.824636819624373851e-01,4.720460085619075374e-01,4.796253980535934436e-01,4.923894584570138178e-01
4.975534692782974666e-01,4.752873490026621739e-01,4.813955800361067183e-01,5.000000000000000000e-01,4.519478628858175639e-01,4.698898712696107371e-01,4.570094204690932638e-01,4.800253233387888896e-01,4.832675138533099601e-01,4.861012948961369595e-01
4.959802057445775736e-01,4.395004916715611332e-01,4.649697340474380769e-01,4.543324853358999826e-01,5.000000000000000000e-01,4.852989668549824720e-01,4.401737799274926810e-01,4.601190542358940538e-01,4.884622740827706533e-01,4.935731387468210163e-01
4.878422334862316245e-01,4.957475340980014300e-01,4.618358950089427872e-01,4.826167219117283302e-01,4.896183724165328877e-01,5.000000000000000000e-01,4.707842805735142910e-01,4.894400558849560934e-01,4.938292185762131470e-01,4.958749048070220100e-01
4.980596940498990266e-01,4.992172450384181892e-01,4.835953007917844770e-01,4.883677043596039158e-01,4.749724587889216920e-01,4.817748661757837447e-01,5.000000000000000000e-01,4.552296790221541101e-01,4.542398648021437890e-01,4.803580735923141387e-01
5.031290244692551150e-01,4.701910472812055319e-01,4.643400679683865051e-01,4.696675207281111319e-01,4.838996783225888998e-01,4.440465515551914599e-01,5.000091008656850633e-01,5.000000000000000000e-01,4.931683337001260270e-01,4.613864300530420848e-01
4.885030145334244844e-01,4.877626225519795522e-01,4.640729655295980360e-01,4.827400971498238547e-01,4.672211179647272616e-01,5.039372212484758418e-01,4.839969781866249599e-01,4.546471757356289056e-01,5.000000000000000000e-01,4.737584896270963242e-01
4.732586856503095962e-01,4.709971078876549755e-01,4.717319556517659551e-01,4.738767988414027688e-01,4.968937448139394419e-01,4.675150069913242001e-01,4.921170103859437428e-01,4.981331265970938560e-01,4.597874897122571913e-01,5.000000000000000000e-01
