2.000000000000000111e-01,2.075419194596099526e-02,1.821168338805341513e-02,2.190457799351149676e-02,1.772506692850128046e-02,2.797285579000290123e-02,1.503217233515494189e-02,1.427015163800825388e-02,1.672263390911984948e-02,2.849255098781871068e-02
2.064641814651476184e-02,2.000000000000000111e-01,2.011995777955417897e-02,2.036462284411718476e-02,1.854676856395329546e-02,3.155473775713100310e-02,1.550890413574626189e-02,1.607820149422998363e-02,1.592942979723040164e-02,2.777272798448906718e-02
2.013789306320980244e-02,1.898324718746448314e-02,2.000000000000000111e-01,2.036930975204419292e-02,1.592087265773297136e-02,2.539393788523566439e-02,1.696099547036749103e-02,1.753048769444405172e-02,1.499298662541694201e-02,2.587383964186909871e-02
2.113214039613051445e-02,1.965402828704098867e-02,1.931196017013619981e-02,2.000000000000000111e-01,1.701863908439616574e-02,2.639291017063155609e-02,1.442174953566603517e-02,1.443888272240496755e-02,1.643149994847849238e-02,2.552169134344555237e-02
2.221473718763811167e-02,2.129347813753956764e-02,1.771942894645811215e-02,2.021642694373880500e-02,2.000000000000000111e-01,2.647879509617386690e-02,1.703913850755274517e-02,1.568320220135364929e-02,1.651398065836312545e-02,2.450699524633222909e-02
2.098156788409281243e-02,1.736273564435275238e-02,1.778216656948505489e-02,2.028633518412033265e-02,1.750026706309698241e-02,2.000000000000000111e-01,1.473084605452018581e-02,1.366236694005751838e-02,1.500728198213763763e-02,2.549832388474605749e-02
2.126080804597439006e-02,1.823433904477987644e-02,1.731056219691779266e-02,2.318636141266620931e-02,1.617991334759115094e-02,2.924776012308858558e-02,2.000000000000000111e-01,1.423473946270153480e-02,1.493242568277013994e-02,2.498000758522248010e-02
2.256331750675166781e-02,1.843661480638642686e-02,1.947180426567539716e-02,2.547371946595796549e-02,1.892636343596144216e-02,2.923490170877073371e-02,1.688369744948984771e-02,2.000000000000000111e-01,1.550288367272740879e-02,2.491444350172095090e-02
1.924623749559459945e-02,1.761015794321110425e-02,2.376898037868215019e-02,2.007139637052984815e-02,1.859787405060400398e-02,2.733776647834704199e-02,1.628648494983547454e-02,1.563737472044911606e-02,2.000000000000000111e-01,2.391888209277402005e-02
2.043504261355124849e-02,1.987737795256741546e-02,1.702219425065917835e-02,2.018489702474620881e-02,1.969400629915613044e-02,2.889566032796335449e-02,1.686221645149444531e-02,1.502325878606572927e-02,1.535200518831657777e-02,2.000000000000000111e-01
